Episode,AvgReward,P1_WinRate,P1_Annihil,P1_Attrit,P2_Annihil,P2_Attrit,DrawRate,AvgSteps,Timestamp
82500,322.71,0.65,0.50,0.15,0.10,0.17,0.08,472.6,2025-12-05T00:51:12.026184
82600,304.01,0.56,0.38,0.18,0.20,0.08,0.16,473.6,2025-12-05T00:54:44.722777
82700,394.91,0.51,0.43,0.08,0.22,0.13,0.14,469.4,2025-12-05T00:56:34.852040
82800,330.59,0.56,0.40,0.16,0.20,0.10,0.14,465.8,2025-12-05T00:58:24.640386
82900,366.35,0.66,0.46,0.20,0.17,0.07,0.10,466.0,2025-12-05T01:00:14.123068
83000,426.97,0.57,0.41,0.16,0.23,0.10,0.10,441.7,2025-12-05T01:01:58.242577
83100,315.47,0.57,0.38,0.19,0.20,0.14,0.09,469.7,2025-12-05T01:05:15.592224
83200,260.07,0.49,0.33,0.16,0.20,0.08,0.23,462.4,2025-12-05T01:07:05.217670
83300,444.21,0.61,0.46,0.15,0.19,0.11,0.09,440.1,2025-12-05T01:08:49.236951
83400,214.09,0.58,0.34,0.24,0.19,0.11,0.12,486.0,2025-12-05T01:10:43.144120
83500,270.75,0.55,0.35,0.20,0.22,0.11,0.12,475.0,2025-12-05T01:12:35.086770
83600,466.95,0.51,0.41,0.10,0.28,0.16,0.05,458.2,2025-12-05T01:16:03.704169
83700,288.62,0.57,0.38,0.19,0.18,0.10,0.15,468.4,2025-12-05T01:17:52.538585
83800,314.48,0.59,0.44,0.15,0.13,0.13,0.15,466.0,2025-12-05T01:19:41.562863
83900,375.69,0.57,0.42,0.15,0.19,0.12,0.12,461.8,2025-12-05T01:21:29.756543
84000,363.41,0.54,0.35,0.19,0.25,0.15,0.06,457.3,2025-12-05T01:23:17.506518
84100,303.71,0.48,0.34,0.14,0.23,0.21,0.08,463.2,2025-12-05T01:26:46.002216
84200,474.19,0.56,0.45,0.11,0.24,0.10,0.10,446.9,2025-12-05T01:28:32.358429
84300,402.88,0.50,0.35,0.15,0.29,0.11,0.10,456.7,2025-12-05T01:30:19.178952
84400,315.72,0.55,0.38,0.17,0.20,0.08,0.17,473.7,2025-12-05T01:32:09.667801
84500,306.31,0.55,0.33,0.22,0.24,0.09,0.12,464.2,2025-12-05T01:33:58.717437
84600,268.50,0.52,0.29,0.23,0.25,0.12,0.11,477.3,2025-12-05T01:37:07.683738
84700,432.73,0.65,0.46,0.19,0.21,0.09,0.05,462.4,2025-12-05T01:38:55.476704
84800,282.65,0.50,0.31,0.19,0.24,0.11,0.15,472.0,2025-12-05T01:40:45.625769
84900,298.48,0.54,0.31,0.23,0.27,0.08,0.11,483.1,2025-12-05T01:42:38.235252
85000,398.57,0.50,0.37,0.13,0.28,0.08,0.14,461.1,2025-12-05T01:44:27.226119
85100,308.19,0.56,0.33,0.23,0.26,0.12,0.06,480.0,2025-12-05T01:47:42.646665
85200,395.38,0.55,0.39,0.16,0.24,0.11,0.10,458.5,2025-12-05T01:49:29.563431
85300,118.06,0.43,0.26,0.17,0.21,0.22,0.14,509.7,2025-12-05T01:51:25.726824
85400,220.33,0.53,0.35,0.18,0.18,0.13,0.16,490.2,2025-12-05T01:53:19.504384
85500,319.71,0.56,0.42,0.14,0.18,0.10,0.16,472.7,2025-12-05T01:55:09.309501
85600,282.74,0.59,0.39,0.20,0.18,0.14,0.09,473.1,2025-12-05T01:57:56.186007
85700,340.85,0.56,0.39,0.17,0.21,0.10,0.13,465.8,2025-12-05T01:59:44.909480
85800,270.29,0.55,0.38,0.17,0.20,0.17,0.08,491.4,2025-12-05T02:01:39.109087
85900,288.89,0.54,0.38,0.16,0.18,0.13,0.15,471.8,2025-12-05T02:03:28.904404
86000,294.23,0.57,0.38,0.19,0.18,0.13,0.12,467.8,2025-12-05T02:05:19.017576
86100,252.81,0.59,0.36,0.23,0.19,0.06,0.16,475.4,2025-12-05T02:08:17.544395
86200,348.01,0.53,0.41,0.12,0.23,0.13,0.11,480.1,2025-12-05T02:10:10.693736
86300,353.32,0.61,0.43,0.18,0.18,0.10,0.11,458.1,2025-12-05T02:11:58.631803
86400,441.33,0.66,0.48,0.18,0.18,0.09,0.07,436.5,2025-12-05T02:13:42.106983
86500,260.52,0.58,0.37,0.21,0.18,0.12,0.12,484.2,2025-12-05T02:15:33.451829
86600,353.58,0.53,0.42,0.11,0.18,0.14,0.15,454.8,2025-12-05T02:19:01.856961
86700,349.86,0.50,0.41,0.09,0.20,0.15,0.15,460.6,2025-12-05T02:20:49.883726
86800,367.98,0.62,0.47,0.15,0.15,0.12,0.11,447.7,2025-12-05T02:22:34.763009
86900,308.66,0.60,0.44,0.16,0.15,0.13,0.12,469.5,2025-12-05T02:24:24.278058
87000,251.95,0.56,0.37,0.19,0.18,0.13,0.13,483.4,2025-12-05T02:26:15.752826
87100,374.31,0.58,0.41,0.17,0.21,0.13,0.08,463.2,2025-12-05T02:29:27.783600
87200,414.00,0.66,0.52,0.14,0.12,0.10,0.12,447.1,2025-12-05T02:31:13.359282
87300,357.08,0.58,0.38,0.20,0.22,0.13,0.07,452.4,2025-12-05T02:32:58.487603
87400,204.67,0.49,0.28,0.21,0.22,0.14,0.15,483.7,2025-12-05T02:34:49.515122
87500,312.89,0.56,0.37,0.19,0.19,0.09,0.16,458.8,2025-12-05T02:36:37.401142
87600,347.85,0.60,0.41,0.19,0.19,0.12,0.09,444.4,2025-12-05T02:40:03.547643
87700,285.12,0.53,0.38,0.15,0.21,0.13,0.13,487.7,2025-12-05T02:41:56.614927
87800,436.84,0.62,0.44,0.18,0.23,0.08,0.07,451.7,2025-12-05T02:43:43.483707
87900,367.23,0.59,0.41,0.18,0.21,0.10,0.10,472.6,2025-12-05T02:45:33.689328
88000,409.22,0.55,0.43,0.12,0.21,0.09,0.15,436.8,2025-12-05T02:47:16.052627
88100,294.67,0.58,0.38,0.20,0.21,0.07,0.14,483.8,2025-12-05T02:50:12.041196
88200,337.90,0.59,0.43,0.16,0.17,0.12,0.12,460.8,2025-12-05T02:51:59.214167
88300,289.76,0.55,0.32,0.23,0.24,0.07,0.14,467.4,2025-12-05T02:53:47.801075
88400,276.47,0.55,0.42,0.13,0.15,0.11,0.19,480.3,2025-12-05T02:55:39.528057
88500,472.06,0.57,0.45,0.12,0.24,0.08,0.11,438.4,2025-12-05T02:57:22.667589
88600,211.73,0.57,0.37,0.20,0.15,0.14,0.14,488.1,2025-12-05T03:00:59.461612
88700,339.67,0.60,0.45,0.15,0.17,0.12,0.11,468.9,2025-12-05T03:02:49.369758
88800,362.31,0.55,0.42,0.13,0.19,0.12,0.14,449.4,2025-12-05T03:04:35.347366
88900,473.65,0.61,0.46,0.15,0.21,0.07,0.11,436.2,2025-12-05T03:06:19.782458
89000,213.56,0.59,0.38,0.21,0.16,0.11,0.14,492.6,2025-12-05T03:08:14.768808
89100,297.62,0.58,0.40,0.18,0.19,0.14,0.09,476.6,2025-12-05T03:11:48.908560
89200,449.59,0.67,0.51,0.16,0.19,0.04,0.10,457.6,2025-12-05T03:13:35.579629
89300,276.16,0.58,0.38,0.20,0.20,0.11,0.11,478.8,2025-12-05T03:15:26.525446
89400,299.65,0.51,0.34,0.17,0.24,0.08,0.17,467.8,2025-12-05T03:17:17.952113
89500,448.82,0.59,0.46,0.13,0.20,0.14,0.07,449.8,2025-12-05T03:19:03.784620
89600,378.75,0.67,0.43,0.24,0.21,0.05,0.07,459.4,2025-12-05T03:22:15.954600
89700,479.43,0.61,0.47,0.14,0.22,0.08,0.09,435.8,2025-12-05T03:23:58.993068
89800,480.89,0.56,0.41,0.15,0.28,0.08,0.08,450.1,2025-12-05T03:25:43.933007
89900,366.14,0.66,0.47,0.19,0.16,0.05,0.13,473.5,2025-12-05T03:27:34.751852
90000,339.54,0.49,0.35,0.14,0.27,0.13,0.11,472.9,2025-12-05T03:29:25.531201
90100,264.14,0.56,0.37,0.19,0.19,0.12,0.13,487.8,2025-12-05T03:32:26.557951
90200,424.39,0.56,0.37,0.19,0.29,0.05,0.10,448.9,2025-12-05T03:34:12.402701
90300,195.96,0.60,0.32,0.28,0.18,0.16,0.06,480.0,2025-12-05T03:36:04.437198
90400,299.74,0.57,0.35,0.22,0.23,0.08,0.12,480.9,2025-12-05T03:37:56.160295
90500,316.24,0.59,0.39,0.20,0.19,0.08,0.14,465.6,2025-12-05T03:39:45.564049
90600,239.26,0.52,0.34,0.18,0.19,0.13,0.16,476.2,2025-12-05T03:43:19.969642
90700,253.91,0.57,0.40,0.17,0.15,0.11,0.17,477.8,2025-12-05T03:45:11.205102
90800,452.69,0.61,0.47,0.14,0.20,0.10,0.09,442.2,2025-12-05T03:46:55.522941
90900,366.50,0.63,0.43,0.20,0.19,0.09,0.09,457.1,2025-12-05T03:48:42.980252
91000,295.77,0.53,0.33,0.20,0.23,0.14,0.10,471.1,2025-12-05T03:50:33.327066
91100,369.49,0.60,0.42,0.18,0.21,0.10,0.09,469.5,2025-12-05T03:53:44.613262
91200,300.28,0.55,0.34,0.21,0.23,0.10,0.12,473.2,2025-12-05T03:55:34.029804
91300,446.63,0.48,0.36,0.12,0.30,0.07,0.15,434.5,2025-12-05T03:57:16.863088
91400,464.80,0.57,0.44,0.13,0.25,0.06,0.12,451.4,2025-12-05T03:59:02.568842
91500,268.95,0.50,0.28,0.22,0.26,0.16,0.08,480.7,2025-12-05T04:00:55.401011
91600,516.77,0.55,0.43,0.12,0.29,0.05,0.11,437.4,2025-12-05T04:03:50.161256
91700,452.18,0.65,0.44,0.21,0.22,0.09,0.04,432.8,2025-12-05T04:05:33.540687
91800,473.54,0.58,0.46,0.12,0.22,0.10,0.10,444.2,2025-12-05T04:07:18.606940
91900,348.65,0.55,0.40,0.15,0.21,0.10,0.14,462.8,2025-12-05T04:09:07.846015
92000,236.30,0.54,0.35,0.19,0.19,0.15,0.12,485.4,2025-12-05T04:11:02.288690
92100,263.04,0.63,0.40,0.23,0.16,0.10,0.11,484.9,2025-12-05T04:14:24.478050
92200,352.27,0.59,0.40,0.19,0.22,0.10,0.09,458.7,2025-12-05T04:16:15.126091
92300,367.40,0.58,0.43,0.15,0.20,0.13,0.09,465.1,2025-12-05T04:18:07.690535
92400,196.67,0.57,0.31,0.26,0.20,0.17,0.06,485.1,2025-12-05T04:20:04.296386
92500,354.83,0.59,0.41,0.18,0.21,0.11,0.09,464.4,2025-12-05T04:21:54.382072
92600,356.89,0.58,0.44,0.14,0.16,0.11,0.15,454.1,2025-12-05T04:25:26.660620
92700,377.62,0.67,0.46,0.21,0.16,0.05,0.12,458.3,2025-12-05T04:27:15.030642
92800,347.18,0.69,0.47,0.22,0.16,0.07,0.08,473.7,2025-12-05T04:29:08.350577
92900,555.90,0.65,0.54,0.11,0.18,0.07,0.10,417.9,2025-12-05T04:30:49.012250
93000,332.60,0.67,0.43,0.24,0.18,0.06,0.09,470.0,2025-12-05T04:32:42.346851
93100,416.76,0.55,0.43,0.12,0.23,0.12,0.10,458.2,2025-12-05T04:36:14.669736
93200,304.53,0.56,0.37,0.19,0.22,0.15,0.07,487.2,2025-12-05T04:38:09.597004
93300,356.07,0.69,0.40,0.29,0.22,0.02,0.07,472.9,2025-12-05T04:40:02.626261
93400,388.09,0.68,0.47,0.21,0.18,0.07,0.07,472.7,2025-12-05T04:41:54.769808
93500,348.36,0.58,0.38,0.20,0.22,0.07,0.13,459.0,2025-12-05T04:43:42.771532
93600,351.67,0.59,0.42,0.17,0.21,0.09,0.11,469.8,2025-12-05T04:47:18.760737
93700,300.75,0.64,0.45,0.19,0.15,0.10,0.11,472.9,2025-12-05T04:49:11.602228
93800,468.09,0.68,0.50,0.18,0.18,0.07,0.07,433.1,2025-12-05T04:50:55.218684
93900,484.38,0.63,0.50,0.13,0.21,0.05,0.11,442.1,2025-12-05T04:52:39.806891
94000,286.41,0.58,0.40,0.18,0.19,0.09,0.14,482.0,2025-12-05T04:54:32.450771
94100,261.82,0.58,0.36,0.22,0.19,0.12,0.11,478.1,2025-12-05T04:58:04.458458
94200,266.60,0.64,0.45,0.19,0.12,0.16,0.08,487.3,2025-12-05T04:59:59.959260
94300,211.07,0.59,0.35,0.24,0.15,0.17,0.09,464.3,2025-12-05T05:01:51.028916
94400,426.15,0.57,0.47,0.10,0.20,0.10,0.13,446.8,2025-12-05T05:03:38.189256
94500,357.09,0.66,0.44,0.22,0.17,0.09,0.08,459.8,2025-12-05T05:05:28.400770
94600,229.09,0.61,0.39,0.22,0.15,0.11,0.13,484.9,2025-12-05T05:09:09.984401
94700,262.03,0.66,0.44,0.22,0.13,0.12,0.09,483.5,2025-12-05T05:11:04.064448
94800,305.40,0.61,0.36,0.25,0.20,0.14,0.05,448.6,2025-12-05T05:12:53.734400
94900,263.20,0.60,0.42,0.18,0.17,0.09,0.14,475.6,2025-12-05T05:14:46.781081
95000,265.47,0.57,0.39,0.18,0.16,0.11,0.16,468.1,2025-12-05T05:16:39.321307
95100,239.06,0.59,0.39,0.20,0.15,0.15,0.11,479.5,2025-12-05T05:20:08.410153
95200,348.22,0.59,0.41,0.18,0.21,0.08,0.12,469.0,2025-12-05T05:22:00.566167
95300,201.06,0.55,0.34,0.21,0.19,0.16,0.10,489.1,2025-12-05T05:23:55.087573
95400,228.10,0.62,0.39,0.23,0.14,0.12,0.12,474.5,2025-12-05T05:25:46.798904
95500,330.65,0.58,0.34,0.24,0.23,0.09,0.10,441.7,2025-12-05T05:27:33.448679
95600,209.33,0.53,0.32,0.21,0.20,0.13,0.14,492.8,2025-12-05T05:31:14.131872
95700,184.88,0.53,0.32,0.21,0.19,0.12,0.16,488.0,2025-12-05T05:33:07.710137
95800,188.33,0.52,0.30,0.22,0.22,0.08,0.18,495.6,2025-12-05T05:35:04.924478
95900,198.91,0.53,0.31,0.22,0.22,0.10,0.15,489.9,2025-12-05T05:36:59.254169
96000,167.59,0.58,0.34,0.24,0.15,0.07,0.20,490.0,2025-12-05T05:38:54.385474
96100,298.25,0.62,0.38,0.24,0.21,0.06,0.11,480.7,2025-12-05T05:42:32.214462
96200,234.28,0.53,0.31,0.22,0.23,0.13,0.11,481.4,2025-12-05T05:44:27.668574
96300,75.04,0.55,0.28,0.27,0.15,0.19,0.11,513.0,2025-12-05T05:46:28.601441
96400,193.06,0.54,0.32,0.22,0.18,0.12,0.16,484.0,2025-12-05T05:48:23.819494
96500,186.04,0.60,0.35,0.25,0.16,0.11,0.13,483.6,2025-12-05T05:50:18.583674
96600,307.05,0.64,0.41,0.23,0.20,0.07,0.09,479.8,2025-12-05T05:53:33.946673
96700,286.64,0.56,0.39,0.17,0.19,0.13,0.12,477.5,2025-12-05T05:55:26.202891
96800,208.31,0.61,0.32,0.29,0.19,0.12,0.08,476.2,2025-12-05T05:57:19.888897
96900,246.45,0.57,0.37,0.20,0.19,0.09,0.15,489.0,2025-12-05T05:59:15.297867
97000,160.98,0.66,0.42,0.24,0.08,0.18,0.08,506.4,2025-12-05T06:01:14.549478
97100,152.10,0.60,0.36,0.24,0.14,0.13,0.13,496.1,2025-12-05T06:04:30.531399
97200,250.85,0.54,0.36,0.18,0.21,0.14,0.11,476.0,2025-12-05T06:06:22.064704
97300,280.26,0.69,0.43,0.26,0.14,0.10,0.07,470.0,2025-12-05T06:08:13.506243
97400,284.41,0.63,0.37,0.26,0.21,0.11,0.05,474.9,2025-12-05T06:10:06.656882
97500,264.86,0.57,0.37,0.20,0.20,0.10,0.13,476.4,2025-12-05T06:11:58.831207
97600,336.37,0.66,0.45,0.21,0.15,0.08,0.11,456.1,2025-12-05T06:15:31.726133
97700,382.96,0.64,0.40,0.24,0.22,0.03,0.11,447.2,2025-12-05T06:17:17.350206
97800,121.41,0.47,0.25,0.22,0.22,0.14,0.17,501.9,2025-12-05T06:19:15.222693
97900,278.35,0.56,0.41,0.15,0.18,0.11,0.15,480.9,2025-12-05T06:21:07.867427
98000,257.19,0.62,0.38,0.24,0.17,0.09,0.12,471.4,2025-12-05T06:22:58.051422
98100,157.07,0.60,0.35,0.25,0.15,0.13,0.12,500.6,2025-12-05T06:26:30.469496
98200,238.68,0.63,0.37,0.26,0.18,0.10,0.09,470.8,2025-12-05T06:28:20.656736
98300,151.66,0.54,0.31,0.23,0.19,0.11,0.16,497.1,2025-12-05T06:30:17.059000
98400,330.20,0.56,0.37,0.19,0.22,0.08,0.14,458.1,2025-12-05T06:32:04.932904
98500,273.15,0.58,0.33,0.25,0.24,0.07,0.11,482.8,2025-12-05T06:33:59.559489
98600,391.25,0.61,0.42,0.19,0.22,0.11,0.06,460.3,2025-12-05T06:36:56.371064
98700,271.29,0.64,0.44,0.20,0.13,0.12,0.11,474.8,2025-12-05T06:38:47.344882
98800,517.72,0.64,0.52,0.12,0.21,0.09,0.06,435.1,2025-12-05T06:40:31.411662
98900,281.21,0.61,0.40,0.21,0.16,0.08,0.15,472.1,2025-12-05T06:42:22.215912
99000,407.67,0.60,0.50,0.10,0.16,0.06,0.18,460.4,2025-12-05T06:44:10.836367
99100,379.62,0.67,0.50,0.17,0.12,0.12,0.09,450.5,2025-12-05T06:47:20.108484
99200,195.64,0.55,0.30,0.25,0.20,0.13,0.12,473.3,2025-12-05T06:49:11.380774
99300,267.47,0.61,0.37,0.24,0.18,0.09,0.12,473.2,2025-12-05T06:51:02.326459
99400,213.29,0.54,0.35,0.19,0.18,0.12,0.16,491.2,2025-12-05T06:52:57.671269
99500,355.56,0.62,0.37,0.25,0.25,0.06,0.07,467.1,2025-12-05T06:54:47.006837
99600,313.66,0.48,0.35,0.13,0.22,0.12,0.18,467.2,2025-12-05T06:58:12.674630
99700,414.69,0.61,0.44,0.17,0.21,0.05,0.13,447.1,2025-12-05T06:59:58.778531
99800,351.35,0.60,0.38,0.22,0.21,0.09,0.10,452.7,2025-12-05T07:01:46.931200
99900,315.37,0.58,0.42,0.16,0.17,0.12,0.13,471.1,2025-12-05T07:03:38.998956
100000,392.48,0.63,0.45,0.18,0.18,0.08,0.11,452.9,2025-12-05T07:05:25.583811
100100,397.40,0.54,0.44,0.10,0.19,0.10,0.17,446.6,2025-12-05T07:08:41.885322
100200,428.31,0.58,0.46,0.12,0.18,0.12,0.12,441.4,2025-12-05T07:10:26.435497
100300,372.99,0.66,0.46,0.20,0.16,0.10,0.08,458.3,2025-12-05T07:12:14.580010
100400,297.56,0.56,0.36,0.20,0.21,0.11,0.12,475.6,2025-12-05T07:14:05.973776
100500,277.44,0.66,0.42,0.24,0.15,0.11,0.08,473.4,2025-12-05T07:15:57.531351
100600,425.65,0.58,0.41,0.17,0.23,0.08,0.11,452.3,2025-12-05T07:18:58.121030
100700,320.07,0.61,0.45,0.16,0.14,0.09,0.16,461.1,2025-12-05T07:20:47.656874
100800,310.77,0.57,0.35,0.22,0.22,0.10,0.11,472.1,2025-12-05T07:22:39.205629
100900,398.75,0.68,0.46,0.22,0.18,0.06,0.08,456.4,2025-12-05T07:24:26.695875
101000,349.61,0.67,0.40,0.27,0.20,0.06,0.07,463.2,2025-12-05T07:26:17.290263
101100,455.45,0.56,0.44,0.12,0.25,0.07,0.12,451.6,2025-12-05T07:29:49.712788
101200,299.22,0.61,0.44,0.17,0.14,0.12,0.13,482.2,2025-12-05T07:31:43.287791
101300,448.43,0.65,0.41,0.24,0.25,0.00,0.10,441.9,2025-12-05T07:33:28.996832
101400,353.62,0.59,0.39,0.20,0.21,0.10,0.10,461.5,2025-12-05T07:35:17.544026
101500,226.39,0.56,0.34,0.22,0.18,0.13,0.13,480.3,2025-12-05T07:37:10.185541
101600,309.54,0.49,0.35,0.14,0.24,0.11,0.16,479.8,2025-12-05T07:40:39.017142
101700,434.74,0.60,0.44,0.16,0.21,0.08,0.11,440.2,2025-12-05T07:42:23.968621
101800,266.33,0.54,0.36,0.18,0.19,0.09,0.18,477.5,2025-12-05T07:44:16.522685
101900,437.70,0.55,0.41,0.14,0.26,0.07,0.12,446.6,2025-12-05T07:46:02.853254
102000,336.45,0.44,0.36,0.08,0.24,0.16,0.16,462.3,2025-12-05T07:47:54.085371
102100,345.62,0.49,0.33,0.16,0.29,0.11,0.11,468.9,2025-12-05T07:51:01.592158
102200,239.08,0.54,0.26,0.28,0.26,0.10,0.10,471.7,2025-12-05T07:52:52.935294
102300,374.28,0.61,0.42,0.19,0.19,0.08,0.12,454.6,2025-12-05T07:54:41.487812
102400,402.50,0.58,0.43,0.15,0.18,0.10,0.14,439.4,2025-12-05T07:56:26.849994
102500,451.90,0.61,0.46,0.15,0.21,0.07,0.11,442.5,2025-12-05T07:58:12.465384
102600,353.01,0.47,0.34,0.13,0.25,0.15,0.13,458.7,2025-12-05T08:01:10.279777
102700,340.21,0.59,0.44,0.15,0.17,0.10,0.14,466.5,2025-12-05T08:03:00.689189
102800,392.63,0.49,0.32,0.17,0.28,0.11,0.12,445.4,2025-12-05T08:04:47.232503
102900,403.35,0.50,0.36,0.14,0.27,0.15,0.08,464.1,2025-12-05T08:06:37.198604
103000,354.26,0.59,0.34,0.25,0.26,0.06,0.09,464.7,2025-12-05T08:08:26.188602
103100,482.79,0.57,0.43,0.14,0.24,0.09,0.10,434.6,2025-12-05T08:11:20.300211
103200,392.25,0.67,0.49,0.18,0.14,0.06,0.13,449.9,2025-12-05T08:13:08.209774
103300,500.37,0.48,0.34,0.14,0.32,0.08,0.12,422.3,2025-12-05T08:14:49.406117
103400,369.96,0.56,0.43,0.13,0.19,0.10,0.15,466.0,2025-12-05T08:16:40.776099
103500,507.46,0.59,0.46,0.13,0.23,0.06,0.12,436.1,2025-12-05T08:18:27.888741
103600,336.68,0.53,0.33,0.20,0.24,0.09,0.14,460.9,2025-12-05T08:21:38.789358
103700,515.41,0.57,0.43,0.14,0.29,0.04,0.10,445.6,2025-12-05T08:23:24.420149
103800,502.00,0.51,0.40,0.11,0.28,0.10,0.11,437.4,2025-12-05T08:25:09.628038
103900,414.60,0.50,0.33,0.17,0.30,0.08,0.12,458.3,2025-12-05T08:26:58.148285
104000,416.12,0.59,0.40,0.19,0.24,0.09,0.08,459.7,2025-12-05T08:28:48.542640
104100,431.90,0.51,0.37,0.14,0.26,0.14,0.09,445.3,2025-12-05T08:32:17.456767
104200,423.07,0.49,0.30,0.19,0.32,0.07,0.12,446.1,2025-12-05T08:34:04.141857
104300,256.30,0.43,0.29,0.14,0.25,0.21,0.11,481.9,2025-12-05T08:35:57.550221
104400,447.06,0.53,0.37,0.16,0.28,0.06,0.13,452.9,2025-12-05T08:37:45.890508
104500,332.58,0.45,0.32,0.13,0.26,0.14,0.15,467.4,2025-12-05T08:39:37.306754
104600,490.75,0.60,0.42,0.18,0.26,0.07,0.07,440.8,2025-12-05T08:43:07.460566
104700,451.33,0.49,0.40,0.09,0.27,0.11,0.13,455.2,2025-12-05T08:44:57.190691
104800,244.13,0.48,0.28,0.20,0.24,0.09,0.19,479.7,2025-12-05T08:46:49.436971
104900,416.13,0.54,0.37,0.17,0.26,0.08,0.12,444.5,2025-12-05T08:48:36.356493
105000,356.51,0.52,0.36,0.16,0.23,0.13,0.12,447.5,2025-12-05T08:50:22.777747
105100,548.01,0.52,0.42,0.10,0.30,0.07,0.11,427.7,2025-12-05T08:53:33.074962
105200,312.28,0.46,0.32,0.14,0.25,0.14,0.15,468.1,2025-12-05T08:55:22.694477
105300,497.28,0.54,0.39,0.15,0.28,0.06,0.12,434.3,2025-12-05T08:57:07.108712
105400,349.15,0.53,0.35,0.18,0.23,0.10,0.14,453.1,2025-12-05T08:58:55.389195
105500,475.71,0.42,0.34,0.08,0.31,0.10,0.17,431.9,2025-12-05T09:00:38.724001
105600,461.63,0.52,0.39,0.13,0.28,0.07,0.13,457.1,2025-12-05T09:03:33.582699
105700,464.93,0.58,0.41,0.17,0.25,0.09,0.08,446.7,2025-12-05T09:05:19.247983
105800,382.67,0.49,0.34,0.15,0.26,0.11,0.14,451.3,2025-12-05T09:07:05.955587
105900,349.29,0.40,0.27,0.13,0.32,0.16,0.12,462.6,2025-12-05T09:08:54.757762
106000,296.00,0.55,0.38,0.17,0.18,0.11,0.16,478.2,2025-12-05T09:10:47.200196
106100,376.90,0.41,0.32,0.09,0.29,0.15,0.15,459.1,2025-12-05T09:14:21.849592
106200,562.33,0.54,0.43,0.11,0.29,0.08,0.09,413.7,2025-12-05T09:16:00.934680
106300,427.83,0.46,0.33,0.13,0.30,0.11,0.13,449.6,2025-12-05T09:17:49.278539
106400,279.16,0.47,0.29,0.18,0.25,0.12,0.16,472.7,2025-12-05T09:19:41.122239
106500,448.26,0.48,0.29,0.19,0.35,0.09,0.08,440.1,2025-12-05T09:21:27.462539
106600,24.87,0.60,0.32,0.28,0.11,0.20,0.09,514.2,2025-12-05T09:24:46.952245
106700,-300.56,0.54,0.15,0.39,0.07,0.29,0.10,558.3,2025-12-05T09:26:55.687543
106800,-93.64,0.47,0.20,0.27,0.16,0.24,0.13,532.6,2025-12-05T09:28:58.835520
106900,-39.36,0.45,0.21,0.24,0.17,0.23,0.15,521.2,2025-12-05T09:31:01.756090
107000,-128.54,0.56,0.25,0.31,0.08,0.26,0.10,540.3,2025-12-05T09:33:07.839335
107100,-328.01,0.33,0.09,0.24,0.12,0.43,0.12,559.5,2025-12-05T09:36:37.397986
107200,-292.47,0.39,0.16,0.23,0.10,0.39,0.12,552.0,2025-12-05T09:38:44.652855
107300,-186.13,0.37,0.16,0.21,0.14,0.34,0.15,535.5,2025-12-05T09:40:47.136077
107400,-236.65,0.40,0.15,0.25,0.13,0.33,0.14,547.4,2025-12-05T09:42:53.571457
107500,-325.15,0.29,0.08,0.21,0.15,0.37,0.19,569.1,2025-12-05T09:45:04.877808
107600,415.73,0.53,0.35,0.18,0.29,0.15,0.03,456.1,2025-12-05T09:48:38.895101
107700,422.09,0.38,0.29,0.09,0.35,0.13,0.14,444.9,2025-12-05T09:50:25.712583
107800,469.82,0.49,0.32,0.17,0.35,0.11,0.05,442.4,2025-12-05T09:52:09.957050
107900,442.05,0.47,0.33,0.14,0.32,0.09,0.12,453.9,2025-12-05T09:53:57.808138
108000,487.90,0.51,0.38,0.13,0.32,0.11,0.06,443.6,2025-12-05T09:55:43.112576
108100,-44.74,0.38,0.17,0.21,0.21,0.34,0.07,521.3,2025-12-05T09:59:29.998681
108200,-190.06,0.41,0.16,0.25,0.14,0.31,0.14,548.5,2025-12-05T10:01:37.420129
108300,18.15,0.56,0.30,0.26,0.14,0.27,0.03,514.8,2025-12-05T10:03:36.479818
108400,13.85,0.45,0.21,0.24,0.21,0.20,0.14,507.5,2025-12-05T10:05:36.048995
108500,-35.41,0.53,0.23,0.30,0.16,0.18,0.13,517.8,2025-12-05T10:07:37.517830
108600,-135.44,0.38,0.18,0.20,0.16,0.31,0.15,544.5,2025-12-05T10:10:47.652945
108700,-244.27,0.36,0.14,0.22,0.14,0.38,0.12,557.3,2025-12-05T10:12:56.059357
108800,-114.35,0.45,0.21,0.24,0.14,0.27,0.14,539.9,2025-12-05T10:15:01.276218
108900,-175.14,0.30,0.13,0.17,0.19,0.36,0.15,550.9,2025-12-05T10:17:07.283669
109000,-217.83,0.27,0.09,0.18,0.21,0.42,0.10,561.1,2025-12-05T10:19:15.278530
109100,583.90,0.65,0.54,0.11,0.20,0.07,0.08,420.9,2025-12-05T10:22:11.975655
109200,521.78,0.53,0.45,0.08,0.23,0.12,0.12,420.5,2025-12-05T10:23:52.881261
109300,506.79,0.58,0.45,0.13,0.25,0.09,0.08,439.1,2025-12-05T10:25:37.619841
109400,542.26,0.52,0.47,0.05,0.25,0.14,0.09,429.7,2025-12-05T10:27:21.510063
109500,579.79,0.65,0.54,0.11,0.20,0.07,0.08,420.9,2025-12-05T10:29:03.059754
109600,617.25,0.63,0.52,0.11,0.24,0.07,0.06,419.7,2025-12-05T10:32:00.914292
